+++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++
+     Fluorescense progressions used for the fit of the potentials published in the
+     article 'The 1S+1S asymptote of Sr2 studied by Fourier-transform spectroscopy' 
+   
+
+  A. Stein, H. Knoeckel, E. Tiemann
+  Institut fuer Quantenoptik, Universitaet Hannover, Welfengarten 1,
+  30167 Hannover, Germany
+   
+
+  2006-2010 Hannover
+
++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++


Notations:

Isotope 1 and 2:  mass numbers of the isotopes

v', J', v", J":   vibrational and rotational quantum numbers of the excited and
                  absorbing level, respectively. 
				  v'=-1 means that the vibrational quantum number of the excited 
				  state is not assigned until now or that the transition belongs 
				  to a different excited state. PA means that the transitions is 
                  a PA resonance taken from Phys. Rev. A 78, 062708 (2008)				  

line frequency:   frequency of transition [cm-1]

uncertainty:      The estimated experimental uncertainty of transition [cm-1] 

obs-calc:         observed minus calculated values for the potential fit of the ground state 


 Isotope 1   Isotope 2   v'  J'  v''  J''   line frequency   uncertainty  obs-calc
        86          88   2  148  16   147       17182.8543        0.010   -0.0033
        86          88   2  148  16   149       17174.7546        0.010    0.0109
        86          88   2  148  17   147       17160.6619        0.005   -0.0073
        86          88   2  148  17   149       17152.6931        0.010   -0.0069
        86          88   2  148  18   147       17139.3254        0.005   -0.0044
        86          88   2  148  18   149       17131.5175        0.010    0.0093
        86          88   2  148  19   147       17118.8405        0.005    0.0004
        86          88   2  148  19   149       17111.1661        0.005   -0.0032
        86          88   2  148  20   149       17091.6857        0.005    0.0010
        86          88   2  148  21   147       17080.4224        0.010    0.0077
        86          88   2  148  21   149       17073.0594        0.005    0.0031
        86          88   2  151   3   150       17553.5856        0.005   -0.0015
        86          88   2  151   3   152       17543.6249        0.010    0.0039
        86          88   2  151   4   150       17520.5056        0.005    0.0038
        86          88   2  151   4   152       17510.6599        0.005    0.0040
        86          88   2  151   5   150       17488.2746        0.005    0.0001
        86          88   2  151   5   152       17478.5393        0.005   -0.0113
        86          88   2  151   6   150       17456.9061        0.005    0.0011
        86          88   2  151   6   152       17447.2995        0.005   -0.0053
        86          88   2  151   7   150       17426.4031        0.010    0.0103
        86          88   2  151   7   152       17416.9236        0.005    0.0055
        86          88   2  155   3   154       17560.2493        0.005    0.0055
        86          88   2  155   3   156       17550.0392        0.005   -0.0010
        86          88   2  155   4   154       17527.4021        0.005    0.0012
        86          88   2  155   4   156       17517.3252        0.005    0.0037
        86          88   2  155   5   154       17495.4190        0.005   -0.0005
        86          88   2  155   5   156       17485.4608        0.005   -0.0054
        86          88   2  155   6   154       17464.2985        0.005   -0.0011
        86          88   2  155   6   156       17454.4755        0.005    0.0013
        86          88   2  155   7   154       17434.0432        0.005    0.0026
        86          88   2  155   7   156       17424.3460        0.005    0.0009
        86          88   2  155   8   154       17404.6407        0.005   -0.0015
        86          88   2  155   8   156       17395.0768        0.010   -0.0018
        86          88   2  155  14   154       17246.2835        0.010   -0.0126
        86          88   2  155  19   154       17137.9524        0.005   -0.0008
        86          88   2  155  19   156       17129.9984        0.010   -0.0046
        86          88   2  169   2   168       17617.9803        0.005   -0.0004
        86          88   2  169   2   170       17606.8250        0.005   -0.0025
        86          88   2  169   3   168       17585.1745        0.005   -0.0009
        86          88   2  169   3   170       17574.1592        0.005    0.0003
        86          88   2  169   4   168       17553.2444        0.005   -0.0008
        86          88   2  169   4   170       17542.3655        0.005   -0.0021
        86          88   2  169   5   168       17522.1918        0.005    0.0012
        86          88   2  169   5   170       17511.4517        0.005   -0.0024
        86          88   2  169   6   168       17492.0112        0.005   -0.0004
        86          88   2  169   6   170       17481.4169        0.005   -0.0016
        86          88   2  169   7   168       17462.7081        0.005   -0.0003
        86          88   2  169   7   170       17452.2627        0.005    0.0017
        86          88   2  169   8   168       17434.2763        0.005   -0.0049
        86          88   2  169   8   170       17423.9832        0.005    0.0013
        86          88   2  169   9   168       17406.7334        0.010    0.0035
        86          88   2  169   9   170       17396.5902        0.010    0.0088
        86          88   2  169  10   168       17380.0558        0.005    0.0011
        86          88   2  169  10   170       17370.0640        0.005    0.0044
        86          88   2  169  15   168       17259.8340        0.005   -0.0041
        86          88   2  169  15   170       17250.6562        0.005    0.0003
        86          88   2  169  16   168       17238.4413        0.010    0.0074
        86          88   2  169  16   170       17229.4215        0.005   -0.0036
        86          88   2  169  17   168       17217.9166        0.005    0.0027
        86          88   2  169  17   170       17209.0855        0.005    0.0029
        86          88   2  169  18   168       17198.2793        0.005   -0.0020
        86          88   2  169  18   170       17189.6334        0.005    0.0011
        86          88   2  169  19   168       17179.5420        0.010    0.0019
        86          88   2  169  19   170       17171.0797        0.005    0.0012
        86          88   2  169  20   168       17161.6939        0.010   -0.0016
        86          88   2  169  20   170       17153.4239        0.005   -0.0032
        86          88   2  169  21   168       17144.7572        0.005    0.0031
        86          88   2  169  21   170       17136.6886        0.005    0.0032
        86          88   2  169  22   168       17128.7290        0.005    0.0049
        86          88   2  169  22   170       17120.8582        0.005   -0.0042
        86          88   2  169  23   168       17113.6123        0.005   -0.0036
        86          88   2  169  23   170       17105.9750        0.005    0.0052
        86          88   2  169  25   168       17086.2162        0.005   -0.0053
        86          88   2  169  25   170       17079.0500        0.010    0.0112
        86          88   2  140   2   139       17570.8345        0.005   -0.0007
        86          88   2  140   2   141       17561.4247        0.005    0.0000
        86          88   2  140   3   139       17536.2732        0.005   -0.0007
        86          88   2  140   3   141       17526.9682        0.005   -0.0033
        86          88   2  140   4   139       17502.5629        0.005    0.0007
        86          88   2  140   4   141       17493.3677        0.005   -0.0017
        86          88   2  140   5   139       17469.6976        0.005   -0.0020
        86          88   2  140   5   141       17460.6123        0.005   -0.0057
        86          88   2  140   6   139       17437.6828        0.005   -0.0029
        86          88   2  140   6   141       17428.7155        0.005   -0.0013
        86          88   2  140   7   139       17406.5215        0.005    0.0018
        86          88   2  140   7   141       17397.6632        0.010   -0.0019
        86          88   2  140   8   139       17376.2002        0.005   -0.0006
        86          88   2  140   8   141       17367.4615        0.005   -0.0006
        86          88   2  140   9   139       17346.7223        0.005   -0.0058
        86          88   2  140   9   141       17338.1020        0.010   -0.0050
        86          88   2  140  13   139       17237.2804        0.005    0.0025
        86          88   2  140  13   141       17229.1335        0.010   -0.0120
        86          88   2  140  14   139       17212.0247        0.005    0.0044
        86          88   2  140  14   141       17204.0195        0.005    0.0046
        86          88   2  140  15   139       17187.6059        0.005    0.0033
        86          88   2  140  15   141       17179.7315        0.005    0.0050
        86          88   2  140  16   139       17164.0272        0.005    0.0030
        86          88   2  140  16   141       17156.2754        0.010   -0.0041
        86          88   2  140  17   139       17141.2826        0.005   -0.0017
        86          88   2  140  17   141       17133.6742        0.005    0.0006
        86          88   2  140  18   139       17119.3824        0.005   -0.0003
        86          88   2  140  18   141       17111.9092        0.005    0.0009
        86          88   2  140  19   139       17098.3189        0.010   -0.0002
        86          88   2  140  19   141       17090.9876        0.005    0.0037
        86          88   2  140  20   139       17078.0980        0.005    0.0043
        86          88   2  140  20   141       17070.8930        0.010   -0.0077
        86          88   3   19  31    18       16770.6802        0.004    0.0036
        86          88   3   19  33    18       16740.0670        0.004    0.0046
        86          88   3   19  33    20       16739.2142        0.004   -0.0082
        86          88   3   19  34    18       16725.8351        0.004   -0.0031
        86          88   3   19  35    18       16712.3361        0.004    0.0056
        86          88   3   19  35    20       16711.5466        0.004    0.0146
        86          88   3   19  36    20       16698.7615        0.004    0.0035
        86          88   3   19  37    18       16687.4495        0.004    0.0019
        86          88   3   19  38    20       16675.3236        0.004   -0.0066
        86          88   3   19  39    20       16664.6677        0.004    0.0014
        86          88   3   19  41    18       16646.0726        0.004    0.0006
        86          88   3   19  41    20       16645.4017        0.004   -0.0075
        86          88   3   19  42    18       16637.4382        0.004   -0.0023
        86          88   3   19  42    20       16636.8092        0.004    0.0069
        86          88   3   19  43    20       16628.8596        0.004   -0.0060
        86          88   3   19  44    20       16621.5899        0.004    0.0003
        86          88   3   19  45    18       16615.5093        0.004   -0.0145
        86          88   3   19  45    20       16614.9685        0.004    0.0051
        86          88   3   27  30    26       16791.1736        0.004    0.0077
        86          88   3   27  30    28       16789.8942        0.004   -0.0059
        86          88   3   27  31    26       16774.8657        0.004    0.0072
        86          88   3   27  31    28       16773.6164        0.004   -0.0040
        86          88   3   27  32    26       16759.2774        0.004   -0.0035
        86          88   3   27  32    28       16758.0693        0.004   -0.0015
        86          88   3   27  33    26       16744.4272        0.004   -0.0022
        86          88   3   27  33    28       16743.2475        0.004   -0.0004
        86          88   3   27  34    26       16730.2978        0.004   -0.0024
        86          88   3   27  34    28       16729.1484        0.004    0.0005
        86          88   3   27  35    26       16716.8872        0.004   -0.0023
        86          88   3   27  35    28       16715.7634        0.004   -0.0035
        86          88   3   27  36    26       16704.1963        0.004    0.0032
        86          88   3   27  36    28       16703.1029        0.004    0.0020
        86          88   3   27  37    26       16692.2093        0.004    0.0026
        86          88   3   27  37    28       16691.1443        0.004   -0.0012
        86          88   3   27  38    26       16680.9287        0.004    0.0032
        86          88   3   27  38    28       16679.9014        0.004    0.0053
        86          88   3   27  39    26       16670.3380        0.004   -0.0065
        86          88   3   27  39    28       16669.3484        0.004    0.0009
        86          88   3   27  40    26       16660.4613        0.004    0.0034
        86          88   3   27  40    28       16659.4897        0.004   -0.0045
        86          88   3   27  41    26       16651.2604        0.004    0.0010
        86          88   3   27  41    28       16650.3304        0.004    0.0006
        86          88   3   27  42    26       16642.7441        0.004    0.0024
        86          88   3   27  42    28       16641.8455        0.004   -0.0016
        86          88   3   27  43    26       16634.9044        0.004    0.0077
        86          88   3   27  43    28       16634.0392        0.004    0.0011
        86          88   3   27  44    26       16627.7357        0.020    0.0207
        86          88   3   27  44    28       16626.8953        0.004    0.0019
        86          88   3   27  45    26       16621.1715        0.004   -0.0141
        86          88   3   27  45    28       16620.4042        0.004    0.0021
        86          88   3  103   1   102       17644.1140        0.010    0.0040
        86          88   3  103   1   104       17636.9888        0.010    0.0029
        86          88   3  103   2   102       17607.0322        0.005   -0.0040
        86          88   3  103   2   104       17599.9854        0.005   -0.0021
        86          88   3  103   3   102       17570.7908        0.005    0.0002
        86          88   3  103   3   104       17563.8202        0.005    0.0020
        86          88   3  103   4   102       17535.3723        0.005   -0.0004
        86          88   3  103   4   104       17528.4773        0.005   -0.0003
        86          88   3  103   5   102       17500.7880        0.005    0.0063
        86          88   3  103   5   104       17493.9649        0.005    0.0000
        86          88   3  103  12   102       17281.6849        0.005   -0.0075
        86          88   3  103  12   104       17275.4478        0.010   -0.0039
        86          88   3  103  16   102       17174.4639        0.005    0.0074
        86          88   3  103  16   104       17168.5746        0.010    0.0052
        86          88   3  103  21   102       17058.5367        0.005    0.0025
        86          88   3  103  21   104       17053.1128        0.005   -0.0062
        86          88   3  104   2   103       17608.0704        0.005    0.0011
        86          88   3  104   2   105       17600.9500        0.005   -0.0051
        86          88   3  104   3   103       17571.8627        0.005    0.0010
        86          88   3  104   3   105       17564.8276        0.005    0.0029
        86          88   3  104   4   103       17536.4827        0.005    0.0005
        86          88   3  104   4   105       17529.5251        0.005    0.0017
        86          88   3  104   8   105       17396.5902        0.010   -0.0007
        86          88   3  104  11   103       17311.9230        0.005   -0.0020
        86          88   3  104  11   105       17305.5414        0.010    0.0003
        86          88   3  116   1   115       17657.8587        0.005   -0.0101
        86          88   3  116   1   117       17649.8877        0.005   -0.0019
        86          88   3  116   2   115       17621.3148        0.005    0.0008
        86          88   3  116   2   117       17613.4208        0.010    0.0000
        86          88   3  116   3   115       17585.5910        0.005   -0.0029
        86          88   3  116   3   117       17577.7862        0.005   -0.0016
        86          88   3  116   4   115       17550.7108        0.005    0.0027
        86          88   3  116   4   117       17542.9890        0.005   -0.0012
        86          88   3  116   9   115       17388.7686        0.005    0.0058
        86          88   3  116   9   117       17381.4960        0.005   -0.0071
        86          88   3  116  10   115       17358.8638        0.005    0.0018
        86          88   3  116  10   117       17351.6923        0.005   -0.0053
        86          88   3  116  11   115       17329.7833        0.005   -0.0039
        86          88   3  116  11   117       17322.7167        0.005   -0.0027
        86          88   3  116  12   115       17301.5384        0.005    0.0019
        86          88   3  116  12   117       17294.5662        0.010   -0.0005
        86          88   3  116  13   115       17274.1019        0.005   -0.0065
        86          88   3  116  13   117       17267.2365        0.005   -0.0014
        86          88   3  116  20   115       17104.9908        0.010   -0.0021
        86          88   3  116  20   117       17098.8728        0.005    0.0122
        86          88   3  116  21   117       17078.0742        0.005    0.0114
        86          88   3  116  22   115       17063.9828        0.010    0.0027
        86          88   3  116  22   117       17058.0733        0.005   -0.0019
        86          88   3  116  23   115       17044.6818        0.010   -0.0031
        86          88   3  116  23   117       17038.8921        0.010   -0.0049
        86          88   3  116  24   115       17026.1898        0.005   -0.0065
        86          88   3  116  24   117       17020.5279        0.010    0.0001
        86          88   3  116  25   115       17008.5240        0.005    0.0101
        86          88   3  116  25   117       17002.9756        0.005    0.0082
        86          88   3  122   1   121       17664.7884        0.005   -0.0089
        86          88   3  122   1   123       17656.4309        0.010    0.0025
        86          88   3  122   2   121       17628.5063        0.005    0.0008
        86          88   3  122   2   123       17620.2281        0.010    0.0006
        86          88   3  122   3   121       17593.0536        0.005    0.0019
        86          88   3  122   3   123       17584.8691        0.005    0.0032
        86          88   3  122   4   121       17558.4345        0.005   -0.0011
        86          88   3  122   4   123       17550.3427        0.005   -0.0004
        86          88   3  122  10   121       17368.2781        0.005   -0.0049
        86          88   3  122  10   123       17360.7803        0.005    0.0031
        86          88   3  122  11   121       17339.5049        0.005    0.0011
        86          88   3  122  11   123       17332.1028        0.005    0.0024
        86          88   3  122  12   121       17311.5486        0.005   -0.0043
        86          88   3  122  12   123       17304.2544        0.005    0.0010
        86          88   3  122  13   121       17284.4263        0.010   -0.0024
        86          88   3  122  13   123       17277.2356        0.005    0.0009
        86          88   3  122  21   121       17097.0100        0.005    0.0002
        86          88   3  122  21   123       17090.7148        0.010   -0.0066
        86          88   3  122  22   121       17077.2664        0.005    0.0071
        86          88   3  122  22   123       17071.0953        0.010    0.0018
        86          88   3  122  23   121       17058.3217        0.005   -0.0014
        86          88   3  122  23   123       17052.2835        0.005    0.0012
        86          88   3  122  24   121       17040.2010        0.005    0.0000
        86          88   3  122  24   123       17034.2837        0.010   -0.0043
        86          88   3  122  25   121       17022.8919        0.010   -0.0015
        86          88   3  122  25   123       17017.1139        0.010    0.0027
        86          88   3  169   1   168       17732.5871        0.005   -0.0016
        86          88   3  169   1   170       17721.2929        0.005   -0.0079
        86          88   3  169   2   168       17698.9074        0.005   -0.0013
        86          88   3  169   2   170       17687.7543        0.005   -0.0011
        86          88   3  169   3   168       17666.1019        0.005   -0.0015
        86          88   3  169   3   170       17655.0882        0.005    0.0013
        86          88   3  169   4   168       17634.1861        0.010    0.0129
        86          88   3  169   4   170       17623.2954        0.005   -0.0002
        86          88   3  169   5   168       17603.1182        0.005   -0.0004
        86          88   3  169   5   170       17592.3823        0.005    0.0002
        86          88   3  169   6   168       17572.9398        0.005    0.0002
        86          88   3  169   6   170       17562.3478        0.005    0.0013
        86          88   3  169   7   168       17543.6354        0.005   -0.0010
        86          88   3  169   7   170       17533.1886        0.010   -0.0004
        86          88   3  169   8   168       17515.2100        0.005    0.0008
        86          88   3  169   8   170       17504.9081        0.005   -0.0018
        86          88   3  169  10   168       17460.9802        0.010   -0.0025
        86          88   3  169  10   170       17451.0035        0.010    0.0159
        86          88   3  169  11   168       17435.1852        0.010    0.0012
        86          88   3  169  11   170       17425.3460        0.005    0.0009
        86          88   3  169  12   168       17410.2638        0.005    0.0017
        86          88   3  169  12   170       17400.5836        0.005    0.0011
        86          88   3  169  13   168       17386.2174        0.005   -0.0004
        86          88   3  169  13   170       17376.7026        0.005    0.0021
        86          88   3  169  14   168       17363.0543        0.005    0.0023
        86          88   3  169  14   170       17353.7006        0.005    0.0001
        86          88   3  169  15   168       17340.7667        0.005    0.0006
        86          88   3  169  15   170       17331.5841        0.005    0.0002
        86          88   3  169  16   168       17319.3649        0.005    0.0030
        86          88   3  169  16   170       17310.3516        0.005   -0.0014
        86          88   3  169  17   168       17298.8375        0.005   -0.0044
        86          88   3  169  17   170       17290.0126        0.010    0.0020
        86          88   3  169  18   168       17279.2090        0.010   -0.0003
        86          88   3  169  18   170       17270.5410        0.010   -0.0193
        86          88   3  169  23   168       17194.5543        0.010    0.0104
        86          88   3  169  23   170       17186.9041        0.010    0.0063
        86          88   3  169  24   168       17180.3668        0.010   -0.0039
        86          88   3  169  24   170       17172.9548        0.010    0.0045
        86          88   3  169  25   168       17167.1541        0.010    0.0046
        86          88   3  169  25   170       17159.9692        0.010    0.0024
        86          88   3  169  26   168       17154.9023        0.010    0.0001
        86          88   3  169  26   170       17147.9742        0.005    0.0020
        86          88   3  169  27   168       17143.6541        0.005   -0.0043
        86          88   3  169  27   170       17136.9994        0.005   -0.0007
        86          88   3  169  28   168       17133.4595        0.010    0.0011
        86          88   3  169  28   170       17127.1018        0.010    0.0043
        86          88   3  169  29   168       17124.3624        0.005    0.0009
        86          88   3  169  29   170       17118.3372        0.010    0.0021
        86          88   3  169  30   168       17116.4627        0.010    0.0008
        86          88   3  169  30   170       17110.8275        0.005   -0.0044
        86          88   3  169  31   168       17109.9449        0.005    0.0033
        86          88   3  169  31   170       17104.8534        0.010   -0.0006
        86          88   3  181   3   180       17689.2650        0.005    0.0021
        86          88   3  181   3   182       17677.5725        0.005   -0.0020
        86          88   3  181   4   180       17658.2003        0.005    0.0007
        86          88   3  181   4   182       17646.6676        0.005    0.0039
        86          88   3  181   5   180       17628.0207        0.005   -0.0053
        86          88   3  181   5   182       17616.6434        0.005   -0.0018
        86          88   3  181   6   180       17598.7408        0.005   -0.0019
        86          88   3  181   6   182       17587.5240        0.005    0.0043
        86          88   3  188   3   187       17703.6665        0.005   -0.0015
        86          88   3  188   3   189       17691.5995        0.005    0.0001
        86          88   3  188   4   187       17673.1495        0.005    0.0005
        86          88   3  188   4   189       17661.2380        0.010   -0.0035
        86          88   3  188   5   187       17643.5282        0.010   -0.0009
        86          88   3  188   5   189       17631.7836        0.005   -0.0019
        86          88   3  188   6   187       17614.8101        0.005    0.0007
        86          88   3  188   6   189       17603.2368        0.005    0.0043
        86          88   3  188   7   187       17586.9861        0.010   -0.0047
        86          88   3  188   7   189       17575.5845        0.010    0.0005
        86          88   4   43   1    42       17684.2034        0.005    0.0079
        86          88   4   43   1    44       17681.1457        0.005   -0.0110
        86          88   4   43   2    42       17645.5803        0.005    0.0140
        86          88   4   43   2    44       17642.5573        0.005   -0.0008
        86          88   4   43   3    42       17607.7507        0.005    0.0034
        86          88   4   43   3    44       17604.7638        0.010   -0.0061
        86          88   4   43   9    42       17397.7881        0.010    0.0057
        86          88   4   43   9    44       17394.9846        0.005   -0.0134
        86          88   4   72   1    71       17700.1432        0.005    0.0026
        86          88   4   72   1    73       17695.1041        0.005    0.0001
        86          88   4   72   2    71       17662.0869        0.005   -0.0090
        86          88   4   72   2    73       17657.1119        0.005    0.0010
        86          88   4   72   3    71       17624.8692        0.005    0.0012
        86          88   4   72   3    73       17619.9343        0.005   -0.0009
        86          88   4   72   8    71       17450.9541        0.005    0.0088
        86          88   4   72   8    73       17446.2791        0.005   -0.0039
        86          88   4   72  25    71       17009.1507        0.005    0.0068
        86          88   4   72  25    73       17005.5295        0.005   -0.0066
        86          88   4   93   1    92       17716.5278        0.005    0.0096
        86          88   4   93   1    94       17710.0516        0.005   -0.0090
        86          88   4   93   2    92       17679.0868        0.005   -0.0040
        86          88   4   93   2    94       17672.7006        0.005   -0.0002
        86          88   4   93   3    92       17642.4810        0.005   -0.0064
        86          88   4   93   3    94       17636.1733        0.005    0.0075
        86          88   4   93   9    94       17434.2373        0.010    0.0104
        86          88   4   97   1    96       17720.1136        0.005   -0.0078
        86          88   4   97   1    98       17713.3928        0.005   -0.0036
        86          88   4   97   2    96       17682.8267        0.005   -0.0041
        86          88   4   97   2    98       17676.1745        0.005   -0.0019
        86          88   4   97   3    96       17646.3642        0.005   -0.0015
        86          88   4   97   3    98       17639.7808        0.005   -0.0021
        86          88   4   97   4    96       17610.7374        0.005    0.0117
        86          88   4   97   4    98       17604.2262        0.005    0.0109
        86          88   4   97   7    96       17508.7473        0.005    0.0009
        86          88   4   97   7    98       17502.4567        0.005   -0.0020
        86          88   4   97   8    96       17476.3965        0.010    0.0003
        86          88   4   97   8    98       17470.1774        0.005   -0.0070
        86          88   4   97  16    96       17246.9238        0.005    0.0078
        86          88   4   97  16    98       17241.3434        0.010   -0.0051
        86          88   4  144   1   143       17774.3813        0.005    0.0005
        86          88   4  144   1   145       17764.6121        0.005   -0.0010
        86          88   4  144   2   143       17739.1820        0.010   -0.0029
        86          88   4  144   2   145       17729.5258        0.005   -0.0018
        86          88   4  144   3   143       17704.8406        0.005   -0.0011
        86          88   4  144   3   145       17695.2950        0.005   -0.0012
        86          88   4  144   4   143       17671.3488        0.005   -0.0023
        86          88   4  144   4   145       17661.9145        0.005   -0.0045
        86          88   4  144   5   145       17629.4082        0.010    0.0126
        86          88   4  144   8   143       17545.9103        0.010    0.0045
        86          88   4  144   8   145       17536.9496        0.005    0.0059
        86          88   4  144   9   143       17516.6682        0.010   -0.0022
        86          88   4  144   9   145       17507.8366        0.005    0.0064
        86          88   4  144  10   143       17488.2885        0.005    0.0048
        86          88   4  144  10   145       17479.5615        0.005   -0.0057
        86          88   4  144  11   143       17460.7429        0.010   -0.0019
        86          88   4  144  11   145       17452.1593        0.010    0.0055
        86          88   4  144  15   143       17359.0600        0.010    0.0115
        86          88   4  144  15   145       17350.9757        0.005   -0.0052
        86          88   4  144  17   143       17313.2718        0.005    0.0057
        86          88   4  144  17   145       17305.4750        0.010    0.0007
        86          88   4  144  18   143       17291.6300        0.010   -0.0101
        86          88   4  144  18   145       17283.9785        0.010   -0.0117
        86          88   4  144  19   143       17270.8526        0.010   -0.0050
        86          88   4  144  19   145       17263.3547        0.005    0.0021
        86          88   4  144  20   143       17250.9173        0.010   -0.0022
        86          88   4  144  21   143       17231.8255        0.010   -0.0011
        86          88   4  144  21   145       17224.6128        0.010   -0.0084
        86          88   4  144  29   143       17109.9075        0.010    0.0034
        86          88   4  144  29   145       17104.0909        0.005   -0.0008
        86          88   5   95   1    94       17799.5216        0.005   -0.0053
        86          88   5   95   1    96       17792.9335        0.005   -0.0020
        86          88   5   95   2    94       17762.1681        0.005    0.0010
        86          88   5   95   2    96       17755.6508        0.005    0.0060
        86          88   5   95   7    94       17587.7134        0.005   -0.0110
        86          88   5   95   7    96       17581.5737        0.005    0.0132
        86          88   5   95  12    94       17433.7713        0.010    0.0080
        86          88   5   95  12    96       17427.9651        0.010   -0.0153
        86          88   5  112   1   111       17815.9505        0.005   -0.0059
        86          88   5  112   1   113       17808.2341        0.005   -0.0047
        86          88   5  112   2   111       17779.2338        0.005   -0.0008
        86          88   5  112   2   113       17771.5983        0.005   -0.0014
        86          88   5  112   3   111       17743.3450        0.005   -0.0004
        86          88   5  112   3   113       17735.7990        0.005    0.0048
        86          88   5  112   7   111       17608.1090        0.005    0.0071
        86          88   5  112   7   113       17600.8991        0.005    0.0028
        86          88   5  112  14   111       17403.2418        0.005    0.0006
        86          88   5  112  14   113       17396.6922        0.010    0.0067
        86          88   5  112  23   111       17198.5219        0.010   -0.0016
        86          88   5  112  23   113       17192.9048        0.005   -0.0035
        86          88   6   91   0    90       17915.0900        0.005    0.0032
        86          88   6   91   0    92       17908.7042        0.005    0.0060
        86          88   6   91   1    90       17876.7698        0.005    0.0000
        86          88   6   91   1    92       17870.4427        0.005   -0.0037
        86          88   6   91   9    90       17599.7991        0.010   -0.0219
        86          88   6  131   0   130       17954.4099        0.005   -0.0131
        86          88   6  131   0   132       17945.3787        0.010    0.0003
        86          88   6  131   1   130       17917.7087        0.005   -0.0016
        86          88   6  131   1   132       17908.7633        0.005    0.0002
        86          88   6  131   2   130       17881.8506        0.005    0.0093
        86          88   6  131   2   132       17872.9978        0.005    0.0050
        86          88   6  168   1   167       17970.1124        0.005   -0.0018
        86          88   6  168   1   169       17958.8928        0.005    0.0073
        86          88   6  168   2   167       17936.3607        0.005   -0.0069
        86          88   6  168   2   169       17925.2797        0.005    0.0071
        86          88   6  168  14   167       17599.6336        0.010    0.0122
        86          88   6  168  14   169       17590.3041        0.005   -0.0088
        86          88   7  129   0   128       18031.5277        0.005    0.0018
        86          88   7  129   0   130       18022.6119        0.005    0.0011
        86          88   7  129   1   128       17994.7232        0.010    0.0057
        86          88   7  129   1   130       17985.8996        0.005    0.0015
        86          88   7  129   4   128       17889.3501        0.005    0.0040
        86          88   7  129   4   130       17880.8182        0.010   -0.0033
        86          88   7  129   5   128       17855.9057        0.005   -0.0002
        86          88   7  129   5   130       17847.4749        0.005   -0.0072
        86          88   7  129  23   128       17396.5902        0.010   -0.0069
        86          88   8   59   0    58       18054.2516        0.005   -0.0013
        86          88   8   59   0    60       18050.0662        0.005    0.0002
        86          88   8   59   1    58       18015.0874        0.010   -0.0072
        86          88   8   59   1    60       18010.9480        0.010   -0.0013
        86          88   8   59   3    58       17939.2208        0.010    0.0018
        86          88   8   59   3    60       17935.1552        0.010   -0.0032
        86          88   8   59   4    58       17902.5013        0.010    0.0009
        86          88   8   59   4    60       17898.4887        0.010    0.0059
        86          88   8   59   7    58       17797.2063        0.010   -0.0018
        86          88   8   59   7    60       17793.3176        0.010   -0.0050
        86          88   8   59  12    58       17637.8390        0.005    0.0015
        86          88   8   59  12    60       17634.1861        0.010    0.0034
        86          88   8   59  17    58       17498.3810        0.010    0.0016
        86          88   8   59  17    60       17494.9725        0.010    0.0035
        86          88  12  199   1   198       18481.5214        0.005   -0.0019
        86          88  12  199   1   200       18468.5355        0.010   -0.0003
        86          88  12  199   2   198       18450.0954        0.005    0.0002
        86          88  12  199   2   200       18437.2752        0.005   -0.0016
        86          88  12  199   3   198       18419.5780        0.005   -0.0014
        86          88  12  199   3   200       18406.9325        0.005   -0.0006
        86          88  12  199   4   198       18389.9632        0.010   -0.0146
        86          88  12  199   4   200       18377.5002        0.005   -0.0066
        86          88  12  199   5   198       18361.2915        0.005   -0.0005
        86          88  12  199   5   200       18349.0036        0.005    0.0038
        86          88  12  199   6   198       18333.5227        0.005   -0.0014
        86          88  12  199   6   200       18321.4138        0.005   -0.0003
        86          88  12  199   7   198       18306.6750        0.005   -0.0009
        86          88  12  199   7   200       18294.7521        0.005    0.0000
        86          88  12  199   9   198       18255.7543        0.005    0.0056
        86          88  12  199   9   200       18244.2126        0.005    0.0034
        86          88  12  199  10   198       18231.6771        0.005    0.0019
        86          88  12  199  10   200       18220.3334        0.005   -0.0013
        86          88  12  199  11   198       18208.5316        0.005   -0.0017
        86          88  12  199  11   200       18197.3947        0.005   -0.0018
        86          88  12  199  12   198       18186.3227        0.005   -0.0045
        86          88  12  199  12   200       18175.4003        0.005    0.0006
        86          88  12  199  14   198       18144.7303        0.010   -0.0150
        86          88  12  199  14   200       18134.2728        0.010    0.0180
        86          88  12  199  15   198       18125.3878        0.005    0.0039
        86          88  12  199  15   200       18115.1246        0.005    0.0019
        86          88  12  199  16   198       18106.9885        0.005    0.0003
        86          88  12  199  16   200       18096.9651        0.005    0.0005
        86          88  12  199  17   198       18089.5657        0.005   -0.0047
        86          88  12  199  17   200       18079.7929        0.005   -0.0011
        86          88  12  199  18   198       18073.1498        0.005    0.0041
        86          88  12  199  18   200       18063.6327        0.005    0.0047
        86          88  12  199  22   198       18017.8726        0.010    0.0029
        86          88  12  199  22   200       18009.5464        0.010   -0.0155
        86          88  12  199  23   198       18006.8688        0.010    0.0041
        86          88  12  199  23   200       17998.9400        0.010    0.0040
        86          88  12  199  24   198       17997.1456        0.005    0.0026
