+++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++
+     Fluorescense progressions used for the fit of the potentials published in the
+     article 'The 1S+1S asymptote of Sr2 studied by Fourier-transform spectroscopy' 
+   
+
+  A. Stein, H. Knoeckel, E. Tiemann
+  Institut fuer Quantenoptik, Universitaet Hannover, Welfengarten 1,
+  30167 Hannover, Germany
+   
+
+  2006-2010 Hannover
+
++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++


Notations:

Isotope 1 and 2:  mass numbers of the isotopes

v', J', v", J":   vibrational and rotational quantum numbers of the excited and
                  absorbing level, respectively. 
				  v'=-1 means that the vibrational quantum number of the excited 
				  state is not assigned until now or that the transition belongs 
				  to a different excited state. PA means that the transitions is 
                  a PA resonance taken from Phys. Rev. A 78, 062708 (2008)				  

line frequency:   frequency of transition [cm-1]

uncertainty:      The estimated experimental uncertainty of transition [cm-1] 

obs-calc:         observed minus calculated values for the potential fit of the ground state 


 Isotope 1   Isotope 2   v'  J'  v''  J''   line frequency   uncertainty  obs-calc
        88          88   1  107  13   108       17088.8147        0.005    0.0027
        88          88   1  107  15   106       17041.9748        0.005   -0.0079
        88          88   1  107  15   108       17035.8572        0.010    0.0062
        88          88   1  107  16   106       17016.6163        0.005    0.0017
        88          88   1  107  16   108       17010.5751        0.005   -0.0002
        88          88   1  107  17   106       16992.0465        0.005    0.0008
        88          88   1  107  17   108       16986.1005        0.005    0.0003
        88          88   1  107  18   106       16968.2726        0.005   -0.0014
        88          88   1  107  18   108       16962.4250        0.005    0.0012
        88          88   1  107  19   106       16945.2965        0.005   -0.0012
        88          88   1  107  19   108       16939.5446        0.005    0.0005
        88          88   1  107  20   106       16923.1143        0.005   -0.0005
        88          88   1  107  20   108       16917.4585        0.005   -0.0010
        88          88   1  107  21   106       16901.7241        0.005    0.0005
        88          88   1  107  21   108       16896.1675        0.005   -0.0006
        88          88   1  107  22   106       16881.1225        0.005    0.0000
        88          88   1  107  22   108       16875.6689        0.005    0.0004
        88          88   1  107  23   106       16861.3089        0.005   -0.0009
        88          88   1  107  23   108       16855.9587        0.005   -0.0005
        88          88   1  107  24   106       16842.2848        0.005    0.0005
        88          88   1  107  24   108       16837.0383        0.005   -0.0007
        88          88   1  107  25   106       16824.0444        0.005   -0.0004
        88          88   1  107  25   108       16818.9059        0.005   -0.0011
        88          88   1  107  26   106       16806.5890        0.005   -0.0014
        88          88   1  107  26   108       16801.5634        0.005    0.0011
        88          88   1  107  27   106       16789.9209        0.005    0.0003
        88          88   1  107  27   108       16785.0057        0.005    0.0011
        88          88   1  107  28   106       16774.0356        0.005    0.0006
        88          88   1  107  28   108       16769.2334        0.005   -0.0003
        88          88   1  107  29   106       16758.9330        0.010   -0.0008
        88          88   1  107  29   108       16754.2518        0.005    0.0017
        88          88   1  107  30   106       16744.6161        0.005   -0.0013
        88          88   1  107  30   108       16740.0544        0.005   -0.0001
        88          88   1  107  31   106       16731.0865        0.005   -0.0003
        88          88   1  107  31   108       16726.6483        0.005    0.0001
        88          88   1  107  32   106       16718.3434        0.005   -0.0003
        88          88   1  107  32   108       16714.0349        0.005    0.0016
        88          88   1  107  33   106       16706.3885        0.005   -0.0018
        88          88   1  107  33   108       16702.2115        0.005   -0.0009
        88          88   1  107  34   106       16695.2293        0.005   -0.0003
        88          88   1  107  34   108       16691.1889        0.005   -0.0004
        88          88   1  107  35   106       16684.8687        0.005    0.0029
        88          88   1  107  35   108       16680.9703        0.005    0.0016
        88          88   1  107  36   106       16675.3048        0.005    0.0006
        88          88   1  107  36   108       16671.5590        0.005    0.0020
        88          88   1  107  37   106       16666.5509        0.010   -0.0010
        88          88   1  107  37   108       16662.9619        0.005   -0.0007
        88          88   1  107  38   106       16658.6183        0.005   -0.0002
        88          88   1  107  38   108       16655.1979        0.005    0.0013
        88          88   1  107  39   106       16651.5183        0.005    0.0013
        88          88   1  107  39   108       16648.2788        0.005    0.0042
        88          88   1  107  40   106       16645.2676        0.005    0.0014
        88          88   1  107  40   108       16642.2239        0.005    0.0043
        88          88   1  107  41   106       16639.8881        0.005   -0.0070
        88          88   1  107  41   108       16637.0723        0.010    0.0045
        88          88   1  107  42   106       16635.4517        0.005   -0.0025
        88          88   1  107  42   108       16632.8800        0.005   -0.0061
        88          88   1  109   4   108       17376.6852        0.005   -0.0040
        88          88   1  109   4   110       17369.4960        0.005    0.0040
        88          88   1  109   5   108       17342.4855        0.005   -0.0011
        88          88   1  109   5   110       17335.3653        0.005   -0.0059
        88          88   1  109   6   108       17309.1027        0.005   -0.0004
        88          88   1  109   6   110       17302.0701        0.005   -0.0004
        88          88   1  109   7   108       17276.5366        0.005   -0.0009
        88          88   1  109   7   110       17269.5892        0.005    0.0004
        88          88   1  109   8   108       17244.7892        0.005    0.0005
        88          88   1  109   8   110       17237.9161        0.010   -0.0087
        88          88   1  109   9   108       17213.8602        0.005    0.0051
        88          88   1  109   9   110       17207.0785        0.005    0.0012
        88          88   1  109  10   108       17183.7351        0.005   -0.0002
        88          88   1  109  10   110       17177.0438        0.010   -0.0007
        88          88   1  109  11   108       17154.4310        0.005    0.0036
        88          88   1  109  11   110       17147.8228        0.005   -0.0021
        88          88   1  109  17   108       16995.5422        0.010    0.0135
        88          88   1  109  17   110       16989.4873        0.010    0.0057
        88          88   1  109  18   108       16971.8475        0.005   -0.0048
        88          88   1  109  18   110       16965.9043        0.010    0.0018
        88          88   1  109  19   108       16948.9785        0.005    0.0059
        88          88   1  109  19   110       16943.1177        0.005   -0.0040
        88          88   1  109  20   108       16926.8916        0.005    0.0036
        88          88   1  109  20   110       16921.1342        0.005   -0.0032
        88          88   1  109  21   108       16905.6101        0.005    0.0135
        88          88   1  109  21   110       16899.9408        0.005   -0.0074
        88          88   1  109  22   108       16885.0958        0.010   -0.0012
        88          88   1  109  22   110       16879.5562        0.010    0.0038
        88          88   1  109  23   108       16865.3855        0.010   -0.0022
        88          88   1  109  23   110       16859.9507        0.010    0.0018
        88          88   1  109  24   108       16846.4629        0.005   -0.0046
        88          88   1  109  24   110       16841.1365        0.005   -0.0001
        88          88   1  109  25   108       16828.3357        0.005    0.0002
        88          88   1  109  25   110       16823.1005        0.005   -0.0140
        88          88   1  109  26   108       16811.0002        0.005    0.0094
        88          88   1  109  26   110       16805.8828        0.005    0.0007
        88          88   1  109  27   108       16794.4332        0.005    0.0001
        88          88   1  109  27   110       16789.4414        0.005    0.0021
        88          88   1  109  28   108       16778.6598        0.005   -0.0024
        88          88   1  109  28   110       16773.7826        0.010   -0.0035
        88          88   1  109  29   108       16763.6789        0.005    0.0003
        88          88   1  109  29   110       16758.9330        0.010    0.0099
        88          88   1  127   4   126       17399.9779        0.005   -0.0133
        88          88   1  127   4   128       17391.6835        0.010    0.0031
        88          88   1  127   5   126       17366.5871        0.005    0.0015
        88          88   1  127   5   128       17358.3672        0.005   -0.0048
        88          88   1  127   6   128       17325.8959        0.005    0.0016
        88          88   1  127   7   126       17302.2578        0.005   -0.0038
        88          88   1  127   7   128       17294.2456        0.005   -0.0007
        88          88   1  127   8   126       17271.3387        0.005   -0.0024
        88          88   1  127   8   128       17263.4291        0.005    0.0021
        88          88   1  127   9   126       17241.2477        0.005    0.0008
        88          88   1  127   9   128       17233.4552        0.010    0.0199
        88          88   1  127  10   126       17211.9759        0.005   -0.0015
        88          88   1  127  10   128       17204.2720        0.005    0.0022
        88          88   1  127  11   126       17183.5398        0.010    0.0083
        88          88   1  127  11   128       17175.9286        0.010   -0.0007
        88          88   1  127  22   126       16924.5727        0.010   -0.0014
        88          88   1  127  22   128       16918.2453        0.005   -0.0019
        88          88   1  127  23   126       16905.9040        0.005   -0.0039
        88          88   1  127  23   128       16899.7140        0.005    0.0038
        88          88   1  127  24   126       16888.0640        0.010    0.0117
        88          88   1  127  24   128       16881.9839        0.010   -0.0029
        88          88   1  127  25   126       16871.0049        0.010   -0.0033
        88          88   1  127  25   128       16865.0869        0.005    0.0088
        88          88   1  127  29   126       16810.9789        0.010   -0.0028
        88          88   1  127  29   128       16805.6383        0.010    0.0063
        88          88   1  127  30   126       16798.0309        0.005    0.0025
        88          88   1  127  30   128       16792.8310        0.010   -0.0052
        88          88   1  127  31   126       16785.9088        0.005    0.0020
        88          88   1  127  31   128       16780.8734        0.010   -0.0049
        88          88   1  129   3   128       17436.9485        0.005   -0.0067
        88          88   1  129   3   130       17428.4227        0.010   -0.0022
        88          88   1  129   4   128       17402.8028        0.005   -0.0127
        88          88   1  129   4   130       17394.3946        0.010    0.0117
        88          88   1  129   5   128       17369.5060        0.005   -0.0011
        88          88   1  129   5   130       17361.1736        0.005    0.0000
        88          88   1  129   6   128       17337.0327        0.005    0.0033
        88          88   1  129   6   130       17328.7987        0.005    0.0025
        88          88   1  129   7   128       17305.3825        0.005    0.0011
        88          88   1  129   7   130       17297.2517        0.005    0.0019
        88          88   1  129   8   128       17274.5605        0.005   -0.0017
        88          88   1  129   8   130       17266.5328        0.010   -0.0008
        88          88   1  129   9   128       17244.5817        0.005    0.0113
        88          88   1  129   9   130       17236.6502        0.005    0.0038
        88          88   1  129  10   128       17215.4090        0.005    0.0040
        88          88   1  129  10   130       17207.5906        0.005    0.0038
        88          88   1  129  11   128       17187.0670        0.005    0.0025
        88          88   1  129  11   130       17179.3580        0.010    0.0042
        88          88   1  129  12   128       17159.5531        0.005    0.0056
        88          88   1  129  12   130       17151.9505        0.010    0.0047
        88          88   1  129  19   128       16989.8716        0.005   -0.0002
        88          88   1  129  19   130       16983.0691        0.005   -0.0130
        88          88   1  129  20   128       16968.8982        0.010    0.0027
        88          88   1  129  20   130       16962.2350        0.005    0.0050
        88          88   1  129  21   128       16948.7409        0.010    0.0085
        88          88   1  129  21   130       16942.1855        0.010   -0.0080
        88          88   1  129  22   128       16929.3785        0.005   -0.0038
        88          88   1  129  22   130       16922.9718        0.005   -0.0009
        88          88   1  129  23   128       16910.8505        0.005    0.0052
        88          88   1  129  23   130       16904.5694        0.005    0.0017
        88          88   1  129  24   128       16893.1211        0.005   -0.0009
        88          88   1  129  24   130       16886.9813        0.010    0.0018
        88          88   1  129  25   128       16876.2127        0.005   -0.0005
        88          88   1  129  25   130       16870.2063        0.005   -0.0029
        88          88   1  129  26   128       16860.1205        0.005   -0.0001
        88          88   1  129  26   130       16854.2565        0.010   -0.0023
        88          88   1  129  27   128       16844.8477        0.010    0.0012
        88          88   1  129  27   130       16839.1307        0.010   -0.0002
        88          88   1  129  29   128       16816.7725        0.010    0.0053
        88          88   1  129  29   130       16811.3570        0.010   -0.0013
        88          88   1  129  30   128       16803.9687        0.005   -0.0026
        88          88   1  129  30   130       16798.7256        0.010    0.0013
        88          88   1  129  31   128       16792.0240        0.010    0.0106
        88          88   1  129  31   130       16786.9383        0.005    0.0034
        88          88   1  129  32   128       16780.8934        0.005   -0.0088
        88          88   1  129  32   130       16775.9917        0.005   -0.0085
        88          88   1  131   8   130       17277.8411        0.005   -0.0023
        88          88   1  131   8   132       17269.7008        0.005   -0.0002
        88          88   1  131  23   130       16915.8827        0.005    0.0051
        88          88   1  131  23   132       16909.5184        0.005   -0.0026
        88          88   1  133   3   132       17442.5539        0.005   -0.0014
        88          88   1  133   3   134       17433.7713        0.010   -0.0080
        88          88   1  133   4   132       17408.6133        0.005    0.0005
        88          88   1  133   4   134       17399.9355        0.005   -0.0025
        88          88   1  133   5   132       17375.5056        0.005    0.0014
        88          88   1  133   5   134       17366.9310        0.005   -0.0010
        88          88   1  133   6   132       17343.2300        0.005    0.0010
        88          88   1  133   6   134       17334.7629        0.005    0.0021
        88          88   1  133   7   132       17311.7877        0.005    0.0015
        88          88   1  133   7   134       17303.4257        0.005    0.0023
        88          88   1  133   8   132       17281.1758        0.010    0.0009
        88          88   1  133   8   134       17272.9189        0.005   -0.0001
        88          88   1  133   9   132       17251.3940        0.005    0.0000
        88          88   1  133   9   134       17243.2480        0.005    0.0015
        88          88   1  133  10   132       17222.4424        0.005    0.0000
        88          88   1  133  10   134       17214.4047        0.005   -0.0001
        88          88   1  133  11   132       17194.3207        0.005    0.0019
        88          88   1  133  11   134       17186.3935        0.005    0.0009
        88          88   1  133  12   132       17167.0222        0.005    0.0004
        88          88   1  133  12   134       17159.2098        0.005    0.0010
        88          88   1  133  13   132       17140.5475        0.005   -0.0028
        88          88   1  133  13   134       17132.8549        0.005    0.0028
        88          88   1  133  19   132       16998.9895        0.005    0.0033
        88          88   1  133  19   134       16992.0183        0.005    0.0008
        88          88   1  133  20   132       16978.2614        0.005    0.0005
        88          88   1  133  20   134       16971.4204        0.010   -0.0011
        88          88   1  133  21   132       16958.3384        0.010   -0.0153
        88          88   1  133  21   134       16951.6499        0.005    0.0035
        88          88   1  133  22   132       16939.2651        0.005    0.0002
        88          88   1  133  22   134       16932.6947        0.005    0.0022
        88          88   1  133  23   132       16920.9938        0.005   -0.0011
        88          88   1  133  23   134       16914.5603        0.005   -0.0002
        88          88   1  133  24   132       16903.5456        0.005    0.0007
        88          88   1  133  24   134       16897.2499        0.005   -0.0018
        88          88   1  133  25   132       16886.9168        0.010    0.0005
        88          88   1  133  25   134       16880.7663        0.010   -0.0018
        88          88   1  133  26   132       16871.1125        0.005    0.0011
        88          88   1  133  26   134       16865.1114        0.005   -0.0009
        88          88   1  133  27   132       16856.1359        0.005    0.0025
        88          88   1  133  27   134       16850.2864        0.005   -0.0015
        88          88   1  133  28   132       16841.9889        0.005    0.0025
        88          88   1  133  28   134       16836.3003        0.005    0.0008
        88          88   1  133  29   132       16828.6773        0.005    0.0017
        88          88   1  133  29   134       16823.1520        0.005   -0.0012
        88          88   1  133  30   132       16816.2036        0.005   -0.0043
        88          88   1  133  30   134       16810.8562        0.005   -0.0005
        88          88   1  133  31   132       16804.5892        0.005   -0.0030
        88          88   1  133  31   134       16799.4227        0.005    0.0027
        88          88   1  133  32   132       16793.8396        0.005   -0.0001
        88          88   1  133  32   134       16788.8566        0.005    0.0009
        88          88   1  133  33   132       16783.9662        0.005    0.0010
        88          88   1  133  33   134       16779.1830        0.005    0.0022
        88          88   1  133  34   132       16774.9856        0.005   -0.0029
        88          88   1  133  34   134       16770.4182        0.005    0.0002
        88          88   1  133  35   132       16766.9357        0.005   -0.0011
        88          88   1  133  35   134       16762.5984        0.010   -0.0008
        88          88   1  133  36   132       16759.8480        0.010   -0.0020
        88          88   1  133  36   134       16755.7724        0.005    0.0003
        88          88   1  133  37   132       16753.7873        0.005   -0.0044
        88          88   1  133  37   134       16750.0128        0.010   -0.0044
        88          88   1  133  38   132       16748.8791        0.005   -0.0046
        88          88   1  133  38   134       16745.5072        0.005   -0.0010
        88          88   1  161   3   160       17487.1679        0.005   -0.0075
        88          88   1  161   3   162       17476.7317        0.010   -0.0004
        88          88   1  161   4   160       17454.8216        0.005    0.0025
        88          88   1  161   4   162       17444.5001        0.005   -0.0035
        88          88   1  161   5   160       17423.3180        0.005   -0.0013
        88          88   1  161   5   162       17413.1337        0.005    0.0002
        88          88   1  161   6   160       17392.6767        0.005    0.0010
        88          88   1  161   6   162       17382.6202        0.005   -0.0015
        88          88   1  161   7   160       17362.8916        0.005    0.0034
        88          88   1  161   8   160       17333.9614        0.005    0.0048
        88          88   1  161   8   162       17324.1722        0.010   -0.0001
        88          88   1  161   9   160       17305.8798        0.005   -0.0007
        88          88   1  161  10   160       17278.6573        0.005   -0.0023
        88          88   1  161  10   162       17269.1532        0.005   -0.0006
        88          88   1  161  11   160       17252.2935        0.005   -0.0002
        88          88   1  161  11   162       17242.9294        0.005   -0.0013
        88          88   1  161  12   160       17226.7841        0.010    0.0015
        88          88   1  161  12   162       17217.5686        0.005    0.0037
        88          88   1  161  13   160       17202.1274        0.010    0.0012
        88          88   1  161  13   162       17193.0635        0.010    0.0070
        88          88   1  161  14   160       17178.3198        0.005   -0.0050
        88          88   1  161  14   162       17169.4014        0.010   -0.0045
        88          88   1  161  15   160       17155.3865        0.010    0.0078
        88          88   1  161  15   162       17146.6138        0.005    0.0003
        88          88   1  161  21   160       17035.7409        0.010    0.0032
        88          88   1  161  21   162       17027.9693        0.005   -0.0029
        88          88   1  161  22   160       17018.8330        0.005    0.0044
        88          88   1  161  22   162       17011.2513        0.005    0.0052
        88          88   1  161  23   160       17002.8015        0.010    0.0033
        88          88   1  161  23   162       16995.4035        0.005   -0.0014
        88          88   1  161  24   160       16987.6540        0.005   -0.0001
        88          88   1  161  24   162       16980.4581        0.005    0.0009
        88          88   1  161  26   160       16960.0771        0.005    0.0094
        88          88   1  161  26   162       16953.2748        0.010   -0.0146
        88          88   1  161  27   160       16947.6538        0.010   -0.0002
        88          88   1  161  27   162       16941.0980        0.010   -0.0035
        88          88   1  161  28   160       16936.1869        0.010    0.0004
        88          88   1  161  28   162       16929.8725        0.005   -0.0017
        88          88   1  161  29   160       16925.6949        0.005    0.0016
        88          88   1  161  29   162       16919.6300        0.010   -0.0096
        88          88   1  161  30   160       16916.2118        0.005   -0.0017
        88          88   1  161  30   162       16910.4410        0.010   -0.0023
        88          88   1  161  31   160       16907.7921        0.010   -0.0126
        88          88   1  161  31   162       16902.3561        0.005    0.0018
        88          88   1  161  32   160       16900.5580        0.005   -0.0019
        88          88   1  161  32   162       16895.4930        0.010    0.0018
        88          88   1  165   5   164       17431.0106        0.010    0.0060
        88          88   1  165   5   166       17420.5925        0.010   -0.0050
        88          88   1  165   6   164       17400.6245        0.005   -0.0022
        88          88   1  165   6   166       17390.3582        0.005    0.0026
        88          88   1  165   7   164       17371.1041        0.005   -0.0049
        88          88   1  165   7   166       17360.9730        0.005   -0.0032
        88          88   1  165   8   164       17342.4502        0.005   -0.0013
        88          88   1  165   8   166       17332.4555        0.005   -0.0037
        88          88   1  165   9   166       17304.8053        0.005    0.0008
        88          88   1  165  10   164       17287.7209        0.010    0.0047
        88          88   1  165  10   166       17278.0189        0.010    0.0069
        88          88   1  165  11   164       17261.6449        0.005    0.0065
        88          88   1  165  11   166       17252.0824        0.005    0.0004
        88          88   1  165  12   164       17236.4242        0.010    0.0037
        88          88   1  165  12   166       17227.0154        0.005    0.0009
        88          88   1  199   7   198       17451.3670        0.005   -0.0103
        88          88   1  199   7   200       17439.5587        0.005   -0.0076
        88          88   1  199   8   198       17425.4557        0.005    0.0039
        88          88   1  199   8   200       17413.8333        0.010    0.0066
        88          88   1  199   9   198       17400.4384        0.005    0.0004
        88          88   1  199   9   200       17389.0086        0.010    0.0057
        88          88   1  199  10   198       17376.3406        0.005    0.0019
        88          88   1  199  10   200       17365.0975        0.005   -0.0004
        88          88   1  199  11   198       17353.1626        0.005    0.0054
        88          88   1  199  11   200       17342.1143        0.005   -0.0012
        88          88   1  199  12   198       17330.8952        0.010   -0.0024
        88          88   1  199  12   200       17320.0683        0.010    0.0082
        88          88   1  199  13   198       17309.5701        0.005    0.0053
        88          88   1  199  13   200       17298.9309        0.005   -0.0062
        88          88   1  199  14   198       17289.1661        0.005    0.0013
        88          88   1  199  14   200       17278.7563        0.005    0.0031
        88          88   1   27   3    26       17352.7931        0.005   -0.0013
        88          88   1   27   3    28       17350.9228        0.005   -0.0070
        88          88   1   27   4    26       17315.7786        0.010   -0.0025
        88          88   1   27   4    28       17313.9555        0.005    0.0197
        88          88   1   27   5    26       17279.5610        0.010   -0.0035
        88          88   1   27   5    28       17277.7361        0.005   -0.0026
        88          88   1   27   6    26       17244.1513        0.005    0.0079
        88          88   1   27   6    28       17242.3421        0.005    0.0048
        88          88   1   27   7    26       17209.5173        0.010    0.0011
        88          88   1   27   7    28       17207.7328        0.005    0.0026
        88          88   1   27   8    26       17175.6803        0.010   -0.0012
        88          88   1   27   8    28       17173.9152        0.005   -0.0004
        88          88   1   27   9    26       17142.6388        0.010    0.0015
        88          88   1   27   9    28       17140.8955        0.005    0.0037
        88          88   1   27  16    26       16933.2886        0.010    0.0109
        88          88   1   27  16    28       16931.6766        0.010   -0.0051
        88          88   1   27  17    26       16906.4666        0.005   -0.0077
        88          88   1   27  17    28       16904.8935        0.010   -0.0071
        88          88   1   27  18    26       16880.4380        0.010   -0.0007
        88          88   1   27  18    28       16878.8942        0.005    0.0066
        88          88   1   27  19    26       16855.1587        0.005   -0.0092
        88          88   1   27  19    28       16853.6432        0.005    0.0036
        88          88   1   27  20    26       16830.6623        0.010    0.0035
        88          88   1   27  20    28       16829.1533        0.005   -0.0003
        88          88   1   27  21    26       16806.9130        0.010    0.0048
        88          88   1   27  21    28       16805.4213        0.005   -0.0051
        88          88   1   27  22    26       16783.9079        0.010   -0.0050
        88          88   1   27  22    28       16782.4514        0.005   -0.0035
        88          88   1   27  23    26       16761.6723        0.005    0.0026
        88          88   1   27  23    28       16760.2345        0.005   -0.0013
        88          88   1   27  24    26       16740.1739        0.005   -0.0016
        88          88   1   27  24    28       16738.7597        0.005   -0.0061
        88          88   1   27  25    28       16718.0438        0.005    0.0020
        88          88   1   27  26    26       16699.4183        0.005   -0.0020
        88          88   1   27  26    28       16698.0627        0.010    0.0024
        88          88   1   27  27    26       16680.1339        0.010   -0.0189
        88          88   1   27  27    28       16678.8156        0.010   -0.0026
        88          88   1   37   2    36       17394.0095        0.010    0.0007
        88          88   1   37   2    38       17391.4434        0.005    0.0007
        88          88   1   37   3    36       17356.3027        0.005   -0.0046
        88          88   1   37   3    38       17353.7672        0.005   -0.0001
        88          88   1   37   4    36       17319.4090        0.005    0.0042
        88          88   1   37   4    38       17316.8924        0.005    0.0011
        88          88   1   37   5    36       17283.3018        0.005    0.0016
        88          88   1   37   6    36       17247.9911        0.005   -0.0012
        88          88   1   37   6    38       17245.5324        0.005   -0.0002
        88          88   1   37   7    36       17213.4794        0.005   -0.0003
        88          88   1   37   8    36       17179.7571        0.005   -0.0037
        88          88   1   37   8    38       17177.3584        0.005    0.0025
        88          88   1   37   9    36       17146.8337        0.005    0.0001
        88          88   1   37   9    38       17144.4552        0.005   -0.0015
        88          88   1   37  10    36       17114.7016        0.005    0.0052
        88          88   1   37  10    38       17112.3438        0.005   -0.0039
        88          88   1   37  15    36       16965.7627        0.005   -0.0159
        88          88   1   37  15    38       16963.5650        0.005   -0.0110
        88          88   1   37  16    36       16938.3284        0.005   -0.0026
        88          88   1   37  16    38       16936.1577        0.010   -0.0009
        88          88   1   37  17    36       16911.6593        0.005    0.0036
        88          88   1   37  17    38       16909.5191        0.010    0.0053
        88          88   1   37  18    36       16885.7466        0.005   -0.0031
        88          88   1   37  18    38       16883.6376        0.005   -0.0012
        88          88   1   37  19    36       16860.6086        0.005   -0.0014
        88          88   1   37  19    38       16858.5287        0.005   -0.0017
        88          88   1   37  20    36       16836.2343        0.005    0.0007
        88          88   1   37  20    38       16834.1833        0.005   -0.0024
        88          88   1   37  21    36       16812.6175        0.005    0.0001
        88          88   1   37  21    38       16810.6055        0.005    0.0040
        88          88   1   37  22    36       16789.7586        0.010    0.0004
        88          88   1   37  22    38       16787.7796        0.005    0.0047
        88          88   1   37  23    36       16767.6541        0.005    0.0011
        88          88   1   37  23    38       16765.7010        0.005   -0.0015
        88          88   1   37  24    36       16746.3025        0.005    0.0041
        88          88   1   37  24    38       16744.3836        0.010    0.0023
        88          88   1   37  25    36       16725.6914        0.005    0.0001
        88          88   1   37  25    38       16723.8095        0.005    0.0014
        88          88   1   37  26    36       16705.8251        0.005   -0.0034
        88          88   1   37  26    38       16703.9847        0.005    0.0051
        88          88   1   37  27    36       16686.7132        0.005    0.0064
        88          88   1   37  28    36       16668.3167        0.005   -0.0062
        88          88   1   37  28    38       16666.5509        0.010    0.0067
        88          88   1   37  29    36       16650.6756        0.005    0.0021
        88          88   1   37  29    38       16648.9349        0.005    0.0041
        88          88   1   37  30    36       16633.7560        0.005    0.0005
        88          88   1   37  30    38       16632.0580        0.005    0.0087
        88          88   1   39   3    38       17357.1515        0.010    0.0074
        88          88   1   39   3    40       17354.4619        0.005   -0.0075
        88          88   1   39   4    38       17320.2716        0.010    0.0036
        88          88   1   39   4    40       17317.6272        0.010    0.0060
        88          88   1   39   5    38       17284.1896        0.005   -0.0006
        88          88   1   39   5    40       17281.5705        0.010   -0.0010
        88          88   1   39   6    38       17248.9089        0.005   -0.0004
        88          88   1   39   6    40       17246.3201        0.005    0.0010
        88          88   1   39   7    38       17214.4256        0.005    0.0016
        88          88   1   39   7    40       17211.8625        0.010   -0.0001
        88          88   1   39   8    38       17180.7309        0.010   -0.0018
        88          88   1   39   8    40       17178.2045        0.010    0.0041
        88          88   1   39   9    38       17147.8179        0.010   -0.0156
        88          88   1   39   9    40       17145.3237        0.005   -0.0069
        88          88   1   39  18    38       16887.0169        0.005    0.0014
        88          88   1   39  18    40       16884.7961        0.010    0.0030
        88          88   1   39  19    38       16861.9049        0.005   -0.0022
        88          88   1   39  20    38       16837.5620        0.005   -0.0004
        88          88   1   39  20    40       16835.4064        0.005    0.0000
        88          88   1   39  21    38       16813.9872        0.005    0.0089
        88          88   1   39  21    40       16811.8547        0.005   -0.0014
        88          88   1   39  22    38       16791.1553        0.005    0.0037
        88          88   1   39  23    38       16769.0798        0.005    0.0005
        88          88   1   39  23    40       16767.0298        0.010    0.0037
        88          88   1  109   1   108       17484.2049        0.010   -0.0023
        88          88   1  109   1   110       17476.7857        0.005    0.0151
        88          88   1  109   2   108       17447.5463        0.005    0.0038
        88          88   1  109   2   110       17440.1879        0.005    0.0031
        88          88   1  109   3   108       17411.7004        0.005    0.0013
        88          88   1  109   3   110       17404.4185        0.005   -0.0026
        88          88   1  109   4   108       17376.6750        0.005   -0.0014
        88          88   1  109   4   110       17369.4803        0.005    0.0011
        88          88   1  109   5   108       17342.4743        0.005    0.0005
        88          88   1  109   5   110       17335.3564        0.005   -0.0020
        88          88   1  109   6   108       17309.0911        0.005    0.0008
        88          88   1  109   6   110       17302.0555        0.005   -0.0022
        88          88   1  109   7   108       17276.5242        0.010   -0.0005
        88          88   1  109   7   110       17269.5805        0.005    0.0045
        88          88   1  109   9   108       17213.8369        0.005   -0.0054
        88          88   1  109   9   110       17207.0585        0.005   -0.0060
        88          88   1  109  10   108       17183.7220        0.005   -0.0005
        88          88   1  109  10   110       17177.0316        0.005   -0.0001
        88          88   1  109  11   108       17154.4125        0.005   -0.0021
        88          88   1  109  11   110       17147.8179        0.010    0.0058
        88          88   1  109  12   108       17125.9128        0.005   -0.0042
        88          88   1  109  12   110       17119.4039        0.005    0.0000
        88          88   1  109  17   108       16995.5174        0.005    0.0015
        88          88   1  109  17   110       16989.4610        0.005   -0.0078
        88          88   1  109  18   108       16971.8397        0.005    0.0002
        88          88   1  109  18   110       16965.8898        0.005    0.0001
        88          88   1  109  19   108       16948.9602        0.005    0.0003
        88          88   1  109  19   110       16943.1101        0.005    0.0012
        88          88   1  109  20   108       16926.8769        0.005    0.0017
        88          88   1  109  20   110       16921.1246        0.005    0.0000
        88          88   1  109  21   108       16905.5877        0.010    0.0039
        88          88   1  109  21   110       16899.9346        0.005   -0.0008
        88          88   1  109  22   108       16885.0837        0.005   -0.0005
        88          88   1  109  22   110       16879.5426        0.010    0.0030
        88          88   1  109  23   108       16865.3754        0.005    0.0005
        88          88   1  109  23   110       16859.9349        0.005   -0.0012
        88          88   1  109  24   108       16846.4558        0.005    0.0011
        88          88   1  109  24   110       16841.1248        0.005    0.0010
        88          88   1  109  25   108       16828.3273        0.005    0.0046
        88          88   1  109  25   110       16823.1015        0.005   -0.0002
        88          88   1  109  26   108       16810.9779        0.005   -0.0001
        88          88   1  109  26   110       16805.8694        0.005    0.0001
        88          88   1  109  27   108       16794.4190        0.005   -0.0013
        88          88   1  109  27   110       16789.4268        0.005    0.0003
        88          88   1  109  28   108       16778.6484        0.005   -0.0011
        88          88   1  109  28   110       16773.7732        0.005   -0.0001
        88          88   1  109  29   108       16763.6690        0.005    0.0032
